年,期,登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
2025,1,5070,中島 航,ナカジマ ワタル,東京,B1,H,060426,1,31,174,53,A,3.99,20.2,6,11,84,0,0,0.18,11,63.6,0.17,3.5,13,23.0,0.16,4.1,14,28.5,0.2,4.2,15,20.0,0.17,3.5,16,0.0,0.17,3.5,15,0.0,0.22,5.1,B1,B1,B2,45.0,45.0,2025,2,2024-11-01,2025-04-30,124,4,3,1,2,0,0,1,0,0,0,0,0,0,0,0,3,2,2,3,3,0,0,0,0,0,0,0,0,1,3,2,3,3,2,0,0,0,0,0,0,0,0,1,2,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,1,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,千葉
2025,1,5071,野見山 拓己,ノミヤマ タクミ,福岡,B1,H,060731,1,30,166,54,A,4.83,26.8,18,7,93,0,0,0.16,14,57.1,0.15,1.7,19,31.5,0.15,2.9,15,26.6,0.15,2.5,14,28.5,0.2,3.0,13,15.3,0.18,3.9,18,5.5,0.15,3.1,B1,B2,B1,45.0,48.0,2025,2,2024-11-01,2025-04-30,124,8,0,1,0,4,1,0,0,0,0,0,0,0,0,4,2,2,3,6,1,0,0,0,0,0,0,0,1,3,1,4,4,0,2,0,0,0,0,0,0,1,0,1,3,3,3,4,0,0,0,0,0,0,0,0,0,2,0,1,1,8,1,0,1,0,0,0,0,0,0,0,1,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,1,5072,吉田 杏美,ヨシダ アミ,埼玉,B2,H,061115,2,30,166,51,A,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B2,B2,0.0,0.0,2025,2,2024-11-01,2025-04-30,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
2025,1,5073,上原 健次郎,ウエハラ ケンジロウ,福岡,B1,H,070803,1,29,158,56,A,5.05,23.4,7,16,98,0,0,0.18,15,40.0,0.18,3.9,17,23.5,0.18,4.2,14,21.4,0.17,3.9,18,27.7,0.18,3.1,19,21.0,0.15,2.6,15,6.6,0.19,4.3,B1,B1,B1,46.0,50.0,2025,2,2024-11-01,2025-04-30,124,4,2,4,4,1,0,0,0,0,0,0,0,0,0,1,3,7,2,2,2,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,2,3,5,3,3,2,0,0,0,0,0,0,0,0,0,4,4,7,2,2,0,0,0,0,0,0,0,0,0,1,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,沖縄
2025,1,5074,大澤 誠也,オオサワ セイヤ,愛知,B1,H,071112,1,29,162,58,A,4.37,17.5,4,16,114,0,0,0.18,12,41.6,0.17,4.0,21,28.5,0.18,3.6,24,20.8,0.19,3.4,23,13.0,0.18,3.7,25,4.0,0.16,3.6,9,0.0,0.16,5.1,B1,B1,B1,47.0,48.0,2025,2,2024-11-01,2025-04-30,124,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,6,3,5,5,2,0,0,0,0,0,0,0,0,0,5,4,9,3,3,0,0,0,0,0,0,0,0,1,2,5,6,7,2,0,0,0,0,0,0,0,0,0,1,6,8,7,3,0,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,1,5075,中島 秀治,ナカジマ シュウジ,滋賀,A2,H,071204,1,29,170,56,AB,6.47,42.1,24,11,83,2,1,0.17,17,94.1,0.16,3.3,11,18.1,0.19,3.5,21,61.9,0.17,2.9,13,23.0,0.17,3.3,9,0.0,0.18,3.8,12,8.3,0.2,4.8,A1,A1,A2,55.0,56.0,2025,2,2024-11-01,2025-04-30,124,13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,1,1,0,0,0,0,0,0,0,0,8,5,3,3,2,0,0,0,0,0,0,0,0,0,1,2,3,4,2,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,1,0,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,京都
2025,1,5076,石原 光,イシハラ ヒカル,静岡,B1,H,080312,1,29,161,55,AB,4.99,26.4,17,11,106,2,0,0.18,14,64.2,0.16,3.4,17,29.4,0.2,4.5,21,23.8,0.14,3.0,16,25.0,0.22,4.1,23,17.3,0.18,3.9,15,6.6,0.2,4.5,B1,B1,B1,44.0,49.0,2025,2,2024-11-01,2025-04-30,124,6,3,0,2,1,2,0,0,0,0,0,0,0,0,3,2,2,5,3,2,0,0,0,0,0,1,0,0,4,1,2,11,2,1,0,0,0,0,0,0,0,0,0,4,3,3,5,1,0,0,0,0,0,0,0,0,3,1,8,4,3,3,0,0,0,0,0,0,1,0,1,0,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,静岡
2025,1,5077,滝沢 崚,タキザワ リョウ,埼玉,B2,H,090405,1,28,166,51,A,3.65,17.6,0,6,34,0,0,0.14,4,0.0,0.17,3.8,4,25.0,0.1,1.8,4,0.0,0.17,5.0,11,18.1,0.14,2.5,8,37.5,0.12,2.8,2,0.0,0.23,3.0,B1,B2,B1,46.0,42.0,2025,2,2024-11-01,2025-04-30,124,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,3,3,2,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,埼玉
2025,1,5078,山川 波乙,ヤマカワ ハオ,三重,B1,H,090927,2,27,154,46,O,4.39,20.3,3,8,54,0,0,0.2,8,25.0,0.19,4.0,8,50.0,0.23,3.6,10,0.0,0.18,3.4,10,40.0,0.19,4.5,9,0.0,0.23,4.6,9,11.1,0.21,5.3,B2,B2,B1,0.0,47.0,2025,2,2024-11-01,2025-04-30,124,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,1,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,三重
2025,1,5079,大石 真央,オオイシ マオ,静岡,B1,H,100417,2,27,150,45,A,4.04,19.8,5,16,106,0,0,0.2,13,38.4,0.2,3.5,22,36.3,0.19,4.4,19,21.0,0.18,3.7,20,10.0,0.2,4.3,17,11.7,0.22,4.4,15,0.0,0.21,4.3,B1,B1,B1,47.0,45.0,2025,2,2024-11-01,2025-04-30,124,1,4,1,3,2,2,0,0,0,0,0,0,0,0,1,7,4,4,4,2,0,0,0,0,0,0,0,0,2,2,7,4,2,2,0,0,0,0,0,1,0,0,1,1,1,2,8,6,0,0,0,0,0,0,1,0,0,2,1,2,6,5,0,0,0,0,0,0,1,0,0,0,3,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,静岡
2025,1,5081,篠原 飛翔,シノハラ ツバサ,福岡,A2,H,101026,1,26,170,54,A,5.64,34.7,12,13,72,1,0,0.19,10,80.0,0.17,4.0,13,38.4,0.15,4.3,16,50.0,0.2,4.2,10,20.0,0.19,3.9,12,16.6,0.2,3.9,11,0.0,0.22,4.0,B1,B1,B1,48.0,51.0,2025,2,2024-11-01,2025-04-30,124,6,2,1,0,0,1,0,0,0,0,0,0,0,0,2,3,4,3,0,1,0,0,0,0,0,0,0,0,2,6,2,4,1,1,0,0,0,0,0,0,0,0,0,2,0,4,1,3,0,0,0,0,0,1,0,0,2,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,1,5082,一色 凌雅,イッシキ リョウガ,愛知,B1,H,101111,1,26,166,59,O,5.39,37.7,13,30,114,2,0,0.19,19,73.6,0.2,4.1,21,61.9,0.18,4.4,20,35.0,0.17,3.4,15,13.3,0.2,4.2,20,25.0,0.2,4.3,19,10.5,0.19,4.5,B1,B2,B2,47.0,49.0,2025,2,2024-11-01,2025-04-30,124,8,6,2,1,1,0,0,0,0,0,0,0,0,1,4,9,3,3,1,1,0,0,0,0,0,1,0,0,0,7,3,6,1,3,0,0,0,0,0,1,0,0,0,2,4,4,2,2,0,0,0,0,0,0,1,0,1,4,6,1,3,5,0,0,0,0,0,0,0,0,0,2,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,1,5083,柳瀬 幹太,ヤナセ カンタ,山口,B1,H,101111,1,26,166,56,O,5.04,35.5,9,29,107,1,0,0.15,14,50.0,0.16,2.8,21,57.1,0.16,3.3,19,52.6,0.15,3.1,20,20.0,0.16,2.7,18,16.6,0.16,2.6,15,13.3,0.11,2.3,B1,B1,B1,48.0,49.0,2025,2,2024-11-01,2025-04-30,124,3,4,2,2,2,1,0,0,0,0,0,0,0,0,1,11,3,1,4,1,0,0,0,0,0,0,0,0,2,8,1,2,3,3,0,0,0,0,0,0,0,0,1,3,3,4,7,2,0,0,0,0,0,0,0,0,2,1,3,5,6,1,0,0,0,0,0,0,0,0,0,2,1,5,3,4,0,0,0,0,0,1,0,0,0,0,1,0,山口
2025,1,5084,末永 和也,スエナガ カズヤ,佐賀,A1,H,110216,1,26,173,54,A,7.67,59.0,54,24,132,7,3,0.13,36,94.4,0.13,2.4,20,55.0,0.14,3.5,13,46.1,0.14,2.3,24,50.0,0.11,2.1,17,47.0,0.12,2.5,22,31.8,0.16,3.5,A1,A1,A1,58.0,64.0,2025,2,2024-11-01,2025-04-30,124,34,0,2,0,0,0,0,0,0,0,0,0,0,0,4,7,2,4,1,2,0,0,0,0,0,0,0,0,3,3,3,0,2,1,1,0,0,0,0,0,0,0,8,4,6,2,3,1,0,0,0,0,0,0,0,0,2,6,3,0,3,3,0,0,0,0,0,0,0,0,3,4,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
2025,1,5085,中村 栄治,ナカムラ エイジ,福井,B1,H,110412,1,26,160,53,A,4.26,25.2,7,23,119,0,0,0.19,17,41.1,0.18,4.0,21,28.5,0.19,3.3,21,47.6,0.19,3.6,19,10.5,0.18,3.7,23,17.3,0.19,3.5,18,5.5,0.19,4.1,B1,B1,B1,46.0,45.0,2025,2,2024-11-01,2025-04-30,124,2,5,2,2,2,4,0,0,0,0,0,0,0,0,3,3,4,2,2,7,0,0,0,0,0,0,0,0,1,9,3,0,2,6,0,0,0,0,0,0,0,0,1,1,3,3,6,5,0,0,0,0,0,1,0,0,0,4,6,3,5,5,0,0,0,0,0,0,0,0,0,1,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,福井
2025,1,5086,本村 大,モトムラ ダイ,長崎,B1,H,110605,1,26,173,52,B,4.38,25.6,14,14,109,0,0,0.19,18,50.0,0.16,3.1,17,23.5,0.2,3.9,21,52.3,0.18,3.5,18,22.2,0.19,3.7,19,0.0,0.2,4.4,16,0.0,0.22,4.5,B1,B1,B1,46.0,45.0,2025,2,2024-11-01,2025-04-30,124,7,2,4,2,1,2,0,0,0,0,0,0,0,0,1,3,3,2,4,4,0,0,0,0,0,0,0,0,5,6,2,3,3,2,0,0,0,0,0,0,0,0,1,3,2,3,1,7,0,0,0,0,0,0,1,0,0,0,4,4,3,8,0,0,0,0,0,0,0,0,0,0,1,2,5,8,0,0,0,0,0,0,0,0,0,0,2,0,長崎
2025,1,5087,佐藤 航,サトウ コウ,埼玉,A1,H,111021,1,25,164,55,B,6.32,47.9,34,23,119,6,1,0.16,17,88.2,0.17,3.1,21,52.3,0.15,3.1,15,53.3,0.12,2.9,28,50.0,0.17,3.3,20,30.0,0.16,2.9,17,17.6,0.18,4.2,A2,A2,A2,52.0,52.0,2025,2,2024-11-01,2025-04-30,124,12,3,0,1,0,1,0,0,0,0,0,0,0,0,7,4,2,7,0,1,0,0,0,0,0,0,0,0,5,3,4,1,1,1,0,0,0,0,0,0,0,0,7,7,4,5,2,2,0,0,0,0,0,1,1,0,3,3,3,4,3,4,0,0,0,0,0,0,0,0,0,3,3,5,4,2,0,0,0,0,0,0,0,0,0,0,1,1,埼玉
2025,1,5088,高憧 四季,タカハタ シキ,大阪,A1,H,111110,2,25,156,45,B,6.64,48.0,45,17,129,2,1,0.16,28,71.4,0.17,2.7,16,50.0,0.16,2.8,28,57.1,0.16,2.8,23,52.1,0.15,3.1,17,17.6,0.17,2.8,17,17.6,0.15,3.2,B1,A2,B1,49.0,53.0,2025,2,2024-11-01,2025-04-30,124,18,2,5,1,1,1,0,0,0,0,0,0,0,0,7,1,5,0,2,1,0,0,0,0,0,0,0,0,8,8,6,2,2,1,0,0,0,0,0,0,1,0,9,3,6,3,1,1,0,0,0,0,0,0,0,0,2,1,4,6,3,1,0,0,0,0,0,0,0,0,1,2,2,4,6,2,0,0,0,0,0,0,0,0,0,0,1,0,大阪
2025,1,5089,前田 翔,マエダ カケル,愛知,A1,H,120317,1,25,167,52,A,6.33,43.5,28,16,101,4,0,0.16,25,76.0,0.13,2.2,12,50.0,0.16,3.6,20,50.0,0.13,2.1,17,23.5,0.16,3.6,15,26.6,0.19,3.9,12,8.3,0.21,4.7,A2,A1,A1,55.0,52.0,2025,2,2024-11-01,2025-04-30,124,15,4,2,2,1,0,1,0,0,0,0,0,0,0,3,3,1,4,0,1,0,0,0,0,0,0,0,0,6,4,4,4,1,0,0,0,0,0,0,0,1,0,3,1,5,3,5,0,0,0,0,0,0,0,0,0,1,3,6,2,3,0,0,0,0,0,0,0,0,0,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,1,5090,生方 靖亜,ウブカタ セイア,群馬,B1,H,121029,1,24,168,55,B,4.9,29.4,12,18,102,1,0,0.18,14,78.5,0.18,3.4,20,25.0,0.16,3.5,19,26.3,0.17,2.9,11,45.4,0.17,3.4,24,4.1,0.2,4.2,14,21.4,0.2,3.7,B1,B1,B1,47.0,48.0,2025,2,2024-11-01,2025-04-30,124,5,6,1,2,0,0,0,0,0,0,0,0,0,0,2,3,5,5,1,2,1,0,0,0,0,0,1,0,3,2,3,4,6,1,0,0,0,0,0,0,0,0,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,1,5,6,6,6,0,0,0,0,0,0,0,0,0,3,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,群馬
2025,1,5091,為本 智也,タメモト トモヤ,福井,A2,H,121109,1,24,166,53,A,5.49,39.1,19,17,92,3,0,0.18,17,70.5,0.15,2.6,11,27.2,0.2,3.7,15,60.0,0.17,2.4,16,43.7,0.18,3.0,18,27.7,0.18,3.7,15,0.0,0.22,4.1,A2,A2,A2,52.0,49.0,2025,2,2024-11-01,2025-04-30,124,10,2,1,3,0,1,0,0,0,0,0,0,0,0,1,2,3,1,2,2,0,0,0,0,0,0,0,0,4,5,2,0,2,1,1,0,0,0,0,0,0,0,3,4,4,2,1,2,0,0,0,0,0,0,0,0,1,4,3,1,5,4,0,0,0,0,0,0,0,0,0,0,3,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,石川
2025,1,5092,篠原 晟弥,シノハラ セイヤ,福岡,B1,H,121119,1,24,165,53,A,4.9,28.5,18,12,105,1,0,0.14,16,81.2,0.13,2.4,15,20.0,0.18,4.1,24,33.3,0.16,3.4,16,18.7,0.14,3.3,21,9.5,0.13,2.6,13,7.6,0.12,2.2,B1,B1,B1,48.0,48.0,2025,2,2024-11-01,2025-04-30,124,10,3,1,0,0,2,0,0,0,0,0,0,0,0,1,2,1,4,3,4,0,0,0,0,0,0,0,0,4,4,6,4,4,2,0,0,0,0,0,0,0,0,1,2,4,2,4,2,1,0,0,0,0,0,0,0,1,1,4,5,6,4,0,0,0,0,0,0,0,0,1,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,1,5093,浦野 海,ウラノ カイ,福岡,A2,H,140410,1,23,169,55,A,5.48,30.0,12,15,90,0,0,0.17,9,88.8,0.16,2.6,18,44.4,0.16,3.2,16,37.5,0.15,2.4,21,9.5,0.18,3.9,16,18.7,0.19,4.1,10,0.0,0.16,2.8,B1,B1,B1,47.0,51.0,2025,2,2024-11-01,2025-04-30,124,8,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4,1,0,0,0,0,0,0,0,1,0,2,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,7,6,3,3,0,0,0,0,0,0,0,0,0,3,3,7,1,2,0,0,0,0,0,1,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,1,5095,小原 聡将,オハラ トシユキ,東京,A2,H,060422,1,31,160,52,AB,5.92,41.5,21,23,106,0,0,0.15,20,85.0,0.15,2.7,16,62.5,0.15,3.3,18,38.8,0.15,3.2,15,20.0,0.15,2.5,17,29.4,0.15,3.3,20,10.0,0.14,2.9,A2,B1,A2,51.0,51.0,2025,2,2024-11-01,2025-04-30,125,12,5,1,1,1,0,0,0,0,0,0,0,0,0,3,7,4,0,1,0,0,0,0,0,0,0,0,1,2,5,3,4,3,0,1,0,0,0,0,0,0,0,1,2,7,1,2,2,0,0,0,0,0,0,0,0,3,2,2,3,4,3,0,0,0,0,0,0,0,0,0,2,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,千葉
2025,1,5096,上原 崚,ウエハラ リョウ,東京,A2,H,070711,1,29,164,53,AB,5.94,44.1,26,23,111,2,0,0.13,18,77.7,0.12,2.4,18,50.0,0.13,2.3,18,38.8,0.12,1.9,18,44.4,0.13,2.2,22,31.8,0.14,2.3,17,23.5,0.13,2.3,B1,B1,B1,49.0,51.0,2025,2,2024-11-01,2025-04-30,125,12,2,3,1,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,2,0,0,0,0,0,0,0,0,5,2,3,3,4,0,1,0,0,0,0,0,0,0,5,3,2,6,2,0,0,0,0,0,0,0,0,0,2,5,2,4,5,4,0,0,0,0,0,0,0,0,2,2,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,沖縄
2025,1,5098,大江 純,オオエ ジュン,愛知,B1,H,071204,1,29,170,54,O,4.44,24.7,10,12,89,0,0,0.16,12,66.6,0.19,2.7,12,41.6,0.16,3.0,15,20.0,0.14,2.6,17,17.6,0.17,3.1,17,11.7,0.15,3.4,16,6.2,0.17,4.4,B1,B1,B1,46.0,46.0,2025,2,2024-11-01,2025-04-30,125,7,1,2,0,1,1,0,0,0,0,0,0,0,0,2,3,2,4,1,0,0,0,0,0,0,0,0,0,1,2,2,4,4,0,1,0,0,0,0,0,1,0,0,3,3,5,5,1,0,0,0,0,0,0,0,0,0,2,2,4,5,4,0,0,0,0,0,0,0,0,0,1,1,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,1,5100,栗原 一馬,クリハラ カズマ,群馬,B2,H,080923,1,28,174,57,O,2.67,8.3,1,3,48,0,0,0.2,6,16.6,0.21,4.2,8,12.5,0.18,3.4,8,12.5,0.2,4.0,7,14.2,0.19,3.4,8,0.0,0.16,3.5,11,0.0,0.24,4.5,B1,B1,B1,42.0,39.0,2025,2,2024-11-01,2025-04-30,125,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,群馬
2025,1,5101,表 健太,オモテ ケンタ,福岡,B2,H,081128,1,28,168,54,B,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,B2,B1,B2,41.0,0.0,2025,2,2024-11-01,2025-04-30,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,1,5102,原田 雄次,ハラダ ユウジ,福岡,A2,H,100216,1,27,168,53,O,5.54,36.5,16,22,104,0,0,0.21,13,76.9,0.15,2.5,21,52.3,0.17,3.7,17,52.9,0.19,3.6,16,31.2,0.27,4.8,23,8.7,0.22,4.8,14,7.1,0.23,5.2,B1,B1,B1,46.0,50.0,2025,2,2024-11-01,2025-04-30,125,9,1,0,1,0,1,0,0,0,0,0,0,1,0,3,8,5,2,2,1,0,0,0,0,0,0,0,0,2,7,3,1,1,2,1,0,0,0,0,0,0,0,1,4,2,0,7,1,0,0,0,0,0,0,1,0,1,1,12,4,3,2,0,0,0,0,0,0,0,0,0,1,1,6,4,2,0,0,0,0,0,1,0,0,0,0,0,0,福岡
2025,1,5103,芝田 京介,シバタ キョウスケ,埼玉,B1,H,100323,1,27,166,54,AB,3.94,13.1,5,6,84,0,0,0.19,15,33.3,0.19,3.5,14,7.1,0.2,4.0,17,23.5,0.17,2.6,12,8.3,0.18,3.6,11,0.0,0.21,3.3,15,0.0,0.21,4.1,B2,B1,B1,45.0,45.0,2025,2,2024-11-01,2025-04-30,125,4,1,2,3,5,0,0,0,0,0,0,0,0,0,0,1,5,4,2,2,0,0,0,0,0,0,0,0,1,3,2,3,5,3,0,0,0,0,0,0,0,0,0,1,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,2,4,3,6,0,0,0,0,0,0,0,0,0,0,1,0,埼玉
2025,1,5104,山田 丈,ヤマダ ジョウ,福岡,A2,H,100911,1,26,165,53,B,6.16,41.8,30,24,129,2,0,0.17,24,62.5,0.19,3.5,23,47.8,0.15,2.3,26,53.8,0.17,3.0,25,36.0,0.16,2.8,24,20.8,0.2,3.5,7,0.0,0.14,3.6,A2,B2,A2,51.0,52.0,2025,2,2024-11-01,2025-04-30,125,15,0,5,2,1,1,0,0,0,0,0,2,0,0,3,8,4,2,5,1,0,0,0,0,0,0,0,0,6,8,8,2,1,1,0,0,0,0,0,1,0,0,3,6,8,4,3,1,0,0,0,0,0,0,0,0,3,2,6,6,2,5,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,1,5105,富田 恕生,トミタ ジョウ,福岡,B1,H,101021,1,26,165,53,B,5.21,35.5,9,29,107,2,0,0.18,15,60.0,0.17,3.3,24,37.5,0.17,3.7,19,47.3,0.18,3.7,15,26.6,0.2,3.2,21,28.5,0.16,3.9,13,7.6,0.18,3.1,B1,B1,B1,50.0,49.0,2025,2,2024-11-01,2025-04-30,125,5,4,4,1,1,0,0,0,0,0,0,0,0,0,3,6,8,2,4,1,0,0,0,0,0,0,0,0,0,9,2,2,2,4,0,0,0,0,0,1,0,0,1,3,2,3,3,2,0,0,0,0,0,0,1,0,0,6,3,3,4,5,0,0,0,0,0,0,0,0,0,1,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,静岡
2025,1,5106,山崎 祥,ヤマサキ ショウ,山口,B1,H,110124,1,26,158,52,A,3.97,20.3,11,10,103,1,0,0.21,16,50.0,0.22,4.8,21,19.0,0.23,4.5,13,23.0,0.2,3.8,17,5.8,0.21,5.1,17,23.5,0.19,4.0,19,5.2,0.24,5.1,B1,A2,B1,48.0,44.0,2025,2,2024-11-01,2025-04-30,125,8,0,1,1,2,3,1,0,0,0,0,0,0,0,2,2,3,3,6,5,0,0,0,0,0,0,0,0,0,3,4,1,3,2,0,0,0,0,0,0,0,0,1,0,6,3,4,3,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,0,0,1,1,0,0,1,0,3,6,9,0,0,0,0,0,1,0,0,0,0,0,0,山口
2025,1,5107,松本 真広,マツモト マサヒロ,福岡,B1,H,110218,1,26,162,51,O,3.92,15.6,4,6,64,0,0,0.17,8,25.0,0.15,3.0,11,27.2,0.15,2.8,12,16.6,0.18,3.8,10,10.0,0.17,4.1,12,16.6,0.19,3.7,11,0.0,0.16,3.7,B2,B1,B1,45.0,45.0,2025,2,2024-11-01,2025-04-30,125,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,1,0,1,0,1,2,2,4,0,0,0,0,0,0,0,0,0,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,熊本
